"state","county","dropout","hs_diploma","some_college","four_year_degree","dropout_percent","hs_diploma_percent","some_college_percent","four_year_degree_percent","state_short","state_long"
"NJ","Cumberland County","22,944","40,015","25,708","15,244",22.1,38.5,24.7,14.7,"NJ","New Jersey"
"NJ","Essex County","75,835","149,777","121,387","185,092",14.3,28.1,22.8,34.8,"NJ","New Jersey"
"NJ","Gloucester County","14,261","65,856","55,882","63,633",7.1,33,28,31.9,"NJ","New Jersey"
"NJ","Hudson County","75,223","122,015","83,820","194,212",15.8,25.7,17.6,40.9,"NJ","New Jersey"
"NJ","Hunterdon County","4,335","18,755","19,362","45,980",4.9,21.2,21.9,52,"NJ","New Jersey"
"NJ","Mercer County","29,717","60,605","53,403","103,968",12,24.5,21.6,42,"NJ","New Jersey"
"NJ","Middlesex County","57,848","146,032","121,282","242,021",10.2,25.7,21.4,42.7,"NJ","New Jersey"
"NJ","Monmouth County","29,723","104,602","105,350","195,373",6.8,24,24.2,44.9,"NJ","New Jersey"
"NJ","Morris County","19,588","69,634","70,935","184,984",5.7,20.2,20.6,53.6,"NJ","New Jersey"
"NJ","Ocean County","33,410","138,021","117,036","118,698",8.2,33.9,28.7,29.2,"NJ","New Jersey"
"NJ","Passaic County","55,296","113,580","70,711","93,486",16.6,34.1,21.2,28.1,"NJ","New Jersey"
"NJ","Salem County","5,464","16,680","12,839","9,271",12.3,37.7,29,20.9,"NJ","New Jersey"
"NJ","Somerset County","12,158","45,738","46,127","124,687",5.3,20,20.2,54.5,"NJ","New Jersey"
"NJ","Sussex County","5,291","31,645","28,717","35,257",5.2,31.4,28.5,34.9,"NJ","New Jersey"
"NJ","Union County","51,661","107,744","84,165","131,578",13.8,28.7,22.4,35.1,"NJ","New Jersey"
"NJ","Warren County","6,661","23,753","20,971","24,010",8.8,31.5,27.8,31.8,"NJ","New Jersey"
"NM","New Mexico","205,558","368,487","442,039","378,196",14.7,26.4,31.7,27.1,"NM","New Mexico"
"NM","Bernalillo County","51,916","107,599","146,410","157,155",11.2,23.2,31.6,33.9,"NM","New Mexico"
"NM","Catron County","180","1,269","852","656",6.1,42.9,28.8,22.2,"NM","New Mexico"
"NM","Chaves County","9,090","11,515","13,432","7,350",22,27.8,32.5,17.8,"NM","New Mexico"
"NM","Cibola County","3,154","5,763","6,786","2,433",17.4,31.8,37.4,13.4,"NM","New Mexico"
"NM","Colfax County","984","2,986","3,276","1,870",10.8,32.8,35.9,20.5,"NM","New Mexico"
"NM","Curry County","5,220","8,412","10,943","6,049",17,27.5,35.7,19.8,"NM","New Mexico"
"NM","De Baca County","182","526","487","130",13.7,39.7,36.8,9.8,"NM","New Mexico"
"NM","Dona Ana County","26,731","29,324","37,946","35,624",20.6,22.6,29.3,27.5,"NM","New Mexico"
"NM","Eddy County","5,740","13,656","11,718","5,904",15.5,36.9,31.7,15.9,"NM","New Mexico"
"NM","Grant County","2,578","5,107","6,860","5,461",12.9,25.5,34.3,27.3,"NM","New Mexico"
"NM","Guadalupe County","677","1,412","881","391",20.1,42,26.2,11.6,"NM","New Mexico"
"NM","Harding County","46","126","118","93",12,32.9,30.8,24.3,"NM","New Mexico"
"NM","Hidalgo County","640","1,035","961","435",20.8,33.7,31.3,14.2,"NM","New Mexico"
"NM","Lea County","11,365","13,575","11,537","5,470",27.1,32.4,27.5,13,"NM","New Mexico"
"NM","Lincoln County","1,240","4,258","4,848","4,290",8.5,29.1,33.1,29.3,"NM","New Mexico"
"NM","Los Alamos County","283","1,289","2,803","8,676",2.2,9.9,21.5,66.5,"NM","New Mexico"
"NM","Luna County","4,885","4,983","3,770","1,895",31.4,32.1,24.3,12.2,"NM","New Mexico"
"NM","McKinley County","10,825","14,797","13,210","5,088",24.6,33.7,30.1,11.6,"NM","New Mexico"
"NM","Mora County","274","1,146","1,493","366",8.4,34.9,45.5,11.2,"NM","New Mexico"
"NM","Otero County","7,095","11,741","16,087","8,179",16.5,27.2,37.3,19,"NM","New Mexico"
"NM","Quay County","1,018","2,365","1,611","940",17.2,39.9,27.1,15.8,"NM","New Mexico"
"NM","Rio Arriba County","3,669","8,328","9,727","4,923",13.8,31.3,36.5,18.5,"NM","New Mexico"
"NM","Roosevelt County","2,085","3,236","2,841","2,735",19.1,29.7,26.1,25.1,"NM","New Mexico"
"NM","Sandoval County","9,921","23,979","33,288","28,771",10.3,25,34.7,30,"NM","New Mexico"
"NM","San Juan County","12,887","25,023","31,215","12,385",15.8,30.7,38.3,15.2,"NM","New Mexico"
"NM","San Miguel County","3,658","5,121","6,274","4,418",18.8,26.3,32.2,22.7,"NM","New Mexico"
"NM","Santa Fe County","12,151","25,183","27,521","44,908",11.1,22.9,25.1,40.9,"NM","New Mexico"
"NM","Sierra County","1,322","2,462","3,100","1,771",15.3,28.4,35.8,20.5,"NM","New Mexico"
"NM","Socorro County","2,291","3,981","2,352","2,323",20.9,36.4,21.5,21.2,"NM","New Mexico"
"NM","Taos County","2,610","6,295","8,333","6,714",10.9,26.3,34.8,28,"NM","New Mexico"
"NM","Torrance County","1,540","3,982","3,653","1,694",14.2,36.6,33.6,15.6,"NM","New Mexico"
"NM","Union County","616","1,295","774","389",20,42.1,25.2,12.7,"NM","New Mexico"
"NM","Valencia County","8,685","16,718","16,932","8,710",17,32.8,33.2,17.1,"NM","New Mexico"
"NY","New York","1,839,849","3,556,251","3,322,104","4,888,138",13.5,26.1,24.4,35.9,"NY","New York"
"NY","Albany County","15,030","49,310","55,746","84,423",7.3,24.1,27.3,41.3,"NY","New York"
"NY","Allegany County","3,023","11,052","9,978","6,102",10,36.7,33.1,20.2,"NY","New York"
"NY","Bronx County","258,956","255,427","226,620","183,134",28,27.6,24.5,19.8,"NY","New York"
"NY","Broome County","12,313","40,079","40,084","36,474",9.5,31.1,31.1,28.3,"NY","New York"
"NY","Cattaraugus County","6,110","20,869","15,915","10,136",11.5,39.4,30,19.1,"NY","New York"
"NY","Cayuga County","6,812","18,306","18,015","12,393",12.3,33,32.4,22.3,"NY","New York"
"NY","Chautauqua County","9,985","32,222","28,129","19,522",11.1,35.9,31.3,21.7,"NY","New York"
"NY","Chemung County","5,789","21,581","18,254","14,297",9.7,36,30.5,23.9,"NY","New York"
"NY","Chenango County","4,076","13,439","10,628","6,315",11.8,39,30.8,18.3,"NY","New York"
"NY","Clinton County","6,658","20,505","15,203","12,588",12.1,37.3,27.7,22.9,"NY","New York"
"NY","Columbia County","4,392","13,918","13,036","14,260",9.6,30.5,28.6,31.3,"NY","New York"
"NY","Cortland County","2,800","9,850","9,406","8,106",9.3,32.7,31.2,26.9,"NY","New York"
"NY","Delaware County","3,875","12,386","9,409","7,218",11.8,37.7,28.6,21.9,"NY","New York"
"NY","Dutchess County","19,326","53,655","59,529","71,955",9.5,26.2,29.1,35.2,"NY","New York"
"NY","Erie County","55,426","178,600","193,051","216,636",8.6,27.7,30,33.7,"NY","New York"
"NY","Essex County","2,546","9,451","8,814","7,920",8.9,32.9,30.7,27.6,"NY","New York"
"NY","Franklin County","4,702","13,421","10,631","6,934",13.2,37.6,29.8,19.4,"NY","New York"
"NY","Fulton County","4,872","13,795","13,080","6,853",12.6,35.7,33.9,17.8,"NY","New York"
"NY","Genesee County","3,277","15,105","13,992","8,891",7.9,36.6,33.9,21.5,"NY","New York"
"NY","Greene County","4,523","13,526","9,555","7,823",12.8,38.2,27,22.1,"NY","New York"
"NY","Hamilton County","617","1,007","1,231","681",17.4,28.5,34.8,19.3,"NY","New York"
"NY","Herkimer County","4,407","16,236","14,013","9,188",10.1,37,32,21,"NY","New York"
"NY","Jefferson County","6,457","24,590","25,207","16,115",8.9,34,34.8,22.3,"NY","New York"
"NY","Kings County","326,469","455,299","347,052","648,461",18.4,25.6,19.5,36.5,"NY","New York"
"NY","Lewis County","1,869","8,469","5,039","2,996",10.2,46.1,27.4,16.3,"NY","New York"
"NY","Livingston County","4,403","14,037","13,414","10,833",10.3,32.9,31.4,25.4,"NY","New York"
"NY","Madison County","4,215","16,311","14,469","12,911",8.8,34,30.2,27,"NY","New York"
"NY","Monroe County","49,470","122,362","146,393","192,281",9.7,24,28.7,37.7,"NY","New York"
"NY","Montgomery County","4,852","12,028","11,357","5,976",14.2,35.2,33.2,17.5,"NY","New York"
"NY","Nassau County","82,341","216,539","216,643","425,087",8.8,23,23,45.2,"NY","New York"
"NY","New York County","162,237","155,048","171,461","758,325",13,12.4,13.7,60.8,"NY","New York"
"NY","Niagara County","13,257","51,509","50,042","35,799",8.8,34.2,33.2,23.8,"NY","New York"
"NY","Oneida County","18,190","52,346","49,428","39,315",11.4,32.9,31,24.7,"NY","New York"
"NY","Onondaga County","29,342","79,760","94,637","111,919",9.3,25.3,30,35.5,"NY","New York"
"NY","Ontario County","5,046","20,535","24,679","26,474",6.6,26.8,32.2,34.5,"NY","New York"
"NY","Orange County","24,774","71,452","72,901","71,791",10.3,29.7,30.3,29.8,"NY","New York"
"NY","Orleans County","3,821","11,503","9,601","4,707",12.9,38.8,32.4,15.9,"NY","New York"
"NY","Oswego County","9,804","30,175","25,276","14,894",12.2,37.6,31.5,18.6,"NY","New York"
"NY","Otsego County","3,497","12,780","11,305","12,325",8.8,32,28.3,30.9,"NY","New York"
"NY","Putnam County","4,951","18,926","18,394","28,027",7,26.9,26.2,39.9,"NY","New York"
"NY","Queens County","303,881","454,105","369,271","518,999",18.5,27.6,22.4,31.5,"NY","New York"
"NY","Rensselaer County","9,302","32,314","35,983","33,483",8.4,29.1,32.4,30.1,"NY","New York"
"NY","Richmond County","37,675","101,738","81,014","108,326",11.5,30.9,24.6,33,"NY","New York"
"NY","Rockland County","24,580","45,768","50,529","82,632",12.1,22.5,24.8,40.6,"NY","New York"
"NY","St. Lawrence County","8,100","26,522","20,259","16,975",11.3,36.9,28.2,23.6,"NY","New York"
"NY","Saratoga County","9,508","39,539","45,544","66,902",5.9,24.5,28.2,41.4,"NY","New York"
"NY","Schenectady County","10,381","31,383","31,616","33,580",9.7,29.3,29.6,31.4,"NY","New York"
"NY","Schoharie County","2,306","8,205","6,748","4,951",10.4,36.9,30.4,22.3,"NY","New York"
"NY","Schuyler County","1,414","4,824","4,025","2,937",10.7,36.5,30.5,22.3,"NY","New York"
"NY","Seneca County","3,612","8,665","7,345","5,181",14.6,34.9,29.6,20.9,"NY","New York"
"NY","Steuben County","6,811","25,439","20,090","15,729",10,37.4,29.5,23.1,"NY","New York"
"NY","Suffolk County","98,607","287,538","276,327","366,348",9.6,27.9,26.9,35.6,"NY","New York"
"NY","Sullivan County","7,344","17,834","15,609","12,314",13.8,33.6,29.4,23.2,"NY","New York"
"NY","Tioga County","3,192","12,549","10,149","8,849",9.2,36.1,29.2,25.5,"NY","New York"
"NY","Tompkins County","3,447","11,592","13,231","31,512",5.8,19.4,22.1,52.7,"NY","New York"
"NY","Ulster County","12,295","38,655","37,135","41,847",9.5,29.8,28.6,32.2,"NY","New York"
"NY","Warren County","3,989","15,212","14,250","14,339",8.3,31.8,29.8,30,"NY","New York"
"NY","Washington County","5,519","17,111","13,058","9,151",12.3,38.2,29.1,20.4,"NY","New York"
"NY","Wayne County","6,738","22,077","20,784","14,229",10.6,34.6,32.6,22.3,"NY","New York"
"NY","Westchester County","81,329","130,268","133,464","320,897",12.2,19.6,20,48.2,"NY","New York"
"NY","Wyoming County","3,022","11,861","9,440","4,821",10.4,40.7,32.4,16.5,"NY","New York"
"NY","Yates County","2,287","5,643","4,616","4,051",13.8,34,27.8,24.4,"NY","New York"
"NC","North Carolina","869,866","1,780,253","2,132,449","2,099,206",12.6,25.9,31,30.5,"NC","North Carolina"
"NC","Alamance County","15,629","29,784","36,737","25,881",14.5,27.6,34,24,"NC","North Carolina"
"NC","Alexander County","4,924","10,321","7,551","3,930",18.4,38.6,28.3,14.7,"NC","North Carolina"
"NC","Alleghany County","1,926","2,430","2,513","1,374",23.4,29.5,30.5,16.7,"NC","North Carolina"
"NC","Anson County","3,522","7,504","5,336","1,730",19.5,41.5,29.5,9.6,"NC","North Carolina"
"NC","Ashe County","3,187","6,534","6,663","3,848",15.8,32.3,32.9,19,"NC","North Carolina"
"NC","Avery County","2,325","3,900","4,198","2,701",17.7,29.7,32,20.6,"NC","North Carolina"
"NC","Beaufort County","4,188","11,331","11,660","6,533",12.4,33.6,34.6,19.4,"NC","North Carolina"
"NC","Bertie County","3,095","5,529","3,966","1,945",21.3,38,27.3,13.4,"NC","North Carolina"
"NC","Bladen County","4,798","8,075","7,640","3,636",19.9,33.4,31.6,15.1,"NC","North Carolina"
"NC","Brunswick County","9,523","28,379","32,838","28,368",9.6,28.6,33.1,28.6,"NC","North Carolina"
"NC","Buncombe County","16,793","43,596","52,790","72,933",9,23.4,28.4,39.2,"NC","North Carolina"
"NC","Burke County","12,258","19,602","21,751","10,663",19.1,30.5,33.8,16.6,"NC","North Carolina"
"NC","Cabarrus County","13,302","33,485","44,796","41,472",10,25.2,33.7,31.2,"NC","North Carolina"
"NC","Caldwell County","11,913","19,103","18,775","8,965",20.3,32.5,32,15.3,"NC","North Carolina"
"NC","Camden County","1,042","2,097","2,818","1,302",14.4,28.9,38.8,17.9,"NC","North Carolina"
"NC","Carteret County","4,603","13,055","19,545","14,752",8.9,25.1,37.6,28.4,"NC","North Carolina"
"NC","Caswell County","3,424","5,544","5,123","2,581",20.5,33.3,30.7,15.5,"NC","North Carolina"
"NC","Catawba County","16,024","33,069","35,333","23,742",14.8,30.6,32.7,21.9,"NC","North Carolina"
"NC","Chatham County","6,026","10,910","13,036","21,089",11.8,21.4,25.5,41.3,"NC","North Carolina"
"NC","Cherokee County","2,912","7,354","6,879","4,086",13.7,34.6,32.4,19.2,"NC","North Carolina"
"NC","Chowan County","1,682","3,598","3,150","2,075",16,34.3,30,19.8,"NC","North Carolina"
"NC","Clay County","958","2,834","2,616","1,890",11.5,34.2,31.5,22.8,"NC","North Carolina"
"NC","Cleveland County","10,650","23,073","21,169","11,566",16,34.7,31.9,17.4,"NC","North Carolina"
"NC","Columbus County","7,262","13,660","13,310","5,144",18.4,34.7,33.8,13.1,"NC","North Carolina"
"NC","Craven County","7,957","17,478","24,669","17,352",11.8,25.9,36.6,25.7,"NC","North Carolina"
"NC","Cumberland County","19,001","52,253","82,315","51,252",9.3,25.5,40.2,25,"NC","North Carolina"
"NC","Currituck County","1,980","5,059","7,019","4,220",10.8,27.7,38.4,23.1,"NC","North Carolina"
"NC","Dare County","1,793","6,180","9,892","8,785",6.7,23.2,37.1,33,"NC","North Carolina"
"NC","Davidson County","19,082","38,062","36,809","21,270",16.6,33,31.9,18.5,"NC","North Carolina"
"NC","Davie County","3,979","9,386","9,680","6,863",13.3,31.4,32.4,22.9,"NC","North Carolina"
"NC","Duplin County","10,317","12,972","12,211","4,436",25.8,32.5,30.6,11.1,"NC","North Carolina"
"NC","Durham County","24,310","36,237","49,422","99,488",11.6,17.3,23.6,47.5,"NC","North Carolina"
"NC","Edgecombe County","7,438","13,628","10,885","4,629",20.3,37.3,29.8,12.7,"NC","North Carolina"
"NC","Forsyth County","27,935","63,603","72,926","84,008",11.2,25.6,29.3,33.8,"NC","North Carolina"
"NC","Franklin County","7,114","13,198","14,976","9,526",15.9,29.5,33.4,21.3,"NC","North Carolina"
"NC","Gaston County","22,783","46,018","49,695","30,712",15.3,30.8,33.3,20.6,"NC","North Carolina"
"NC","Gates County","1,145","3,032","2,964","1,204",13.7,36.3,35.5,14.4,"NC","North Carolina"
"NC","Graham County","1,151","2,249","1,827","815",19,37.2,30.2,13.5,"NC","North Carolina"
"NC","Granville County","6,522","12,936","12,677","9,243",15.8,31.3,30.6,22.3,"NC","North Carolina"
"NC","Greene County","3,870","4,861","4,640","1,571",25.9,32.5,31.1,10.5,"NC","North Carolina"
"NC","Guilford County","37,932","82,991","104,817","122,918",10.9,23.8,30.1,35.3,"NC","North Carolina"
"NC","Halifax County","8,203","13,753","9,182","5,253",22.5,37.8,25.2,14.4,"NC","North Carolina"
"NC","Harnett County","11,435","25,063","29,886","17,367",13.7,29.9,35.7,20.7,"NC","North Carolina"
"NC","Haywood County","5,383","11,993","16,512","11,287",11.9,26.5,36.6,25,"NC","North Carolina"
"NC","Henderson County","8,546","20,478","28,435","26,740",10.1,24.3,33.8,31.8,"NC","North Carolina"
"NC","Hertford County","3,477","5,307","5,496","2,451",20.8,31.7,32.8,14.6,"NC","North Carolina"
"NC","Hoke County","4,769","9,475","13,584","6,272",14,27.8,39.8,18.4,"NC","North Carolina"
"NC","Hyde County","709","1,602","1,182","363",18.4,41.5,30.7,9.4,"NC","North Carolina"
"NC","Iredell County","13,015","33,120","39,423","32,473",11,28.1,33.4,27.5,"NC","North Carolina"
"NC","Jackson County","3,141","7,205","8,407","8,226",11.6,26.7,31.2,30.5,"NC","North Carolina"
"NC","Johnston County","17,373","37,055","44,435","27,592",13.7,29.3,35.1,21.8,"NC","North Carolina"
"NC","Jones County","1,337","2,213","2,771","950",18.4,30.4,38.1,13.1,"NC","North Carolina"
"NC","Lee County","6,663","10,936","14,225","8,421",16.6,27.2,35.3,20.9,"NC","North Carolina"
"NC","Lenoir County","7,800","12,800","13,430","5,785",19.6,32.1,33.7,14.5,"NC","North Carolina"
"NC","Lincoln County","8,357","18,013","19,152","12,375",14.4,31.1,33.1,21.4,"NC","North Carolina"
"NC","McDowell County","5,283","10,909","10,901","5,498",16.2,33.5,33.4,16.9,"NC","North Carolina"
"NC","Macon County","2,938","7,914","8,768","6,252",11.4,30.6,33.9,24.2,"NC","North Carolina"
"NC","Madison County","2,229","4,678","4,136","4,213",14.6,30.7,27.1,27.6,"NC","North Carolina"
"NC","Martin County","2,767","5,712","5,301","2,788",16.7,34.5,32,16.8,"NC","North Carolina"
"NC","Mecklenburg County","69,881","122,374","196,799","315,345",9.9,17.4,27.9,44.8,"NC","North Carolina"
"NC","Mitchell County","1,721","3,744","3,580","2,091",15.5,33.6,32.1,18.8,"NC","North Carolina"
"NC","Montgomery County","3,933","6,628","5,637","2,795",20.7,34.9,29.7,14.7,"NC","North Carolina"
"NC","Moore County","6,633","15,230","21,771","25,502",9.6,22,31.5,36.9,"NC","North Carolina"
"NC","Nash County","9,439","21,746","19,963","13,505",14.6,33.6,30.9,20.9,"NC","North Carolina"
"NC","New Hanover County","10,768","32,914","49,018","59,967",7.1,21.6,32.1,39.3,"NC","North Carolina"
"NC","Northampton County","3,088","5,964","4,052","1,925",20.5,39.7,27,12.8,"NC","North Carolina"
"NC","Onslow County","9,045","30,077","42,008","22,050",8.8,29.2,40.7,21.4,"NC","North Carolina"
"NC","Orange County","6,478","13,182","18,090","51,193",7.3,14.8,20.3,57.6,"NC","North Carolina"
"NC","Pamlico County","1,192","3,011","3,813","1,928",12,30.3,38.3,19.4,"NC","North Carolina"
"NC","Pasquotank County","3,625","8,466","9,225","5,498",13.5,31.6,34.4,20.5,"NC","North Carolina"
"NC","Pender County","5,189","12,059","13,349","11,001",12.5,29,32.1,26.4,"NC","North Carolina"
"NC","Perquimans County","1,361","3,112","3,581","2,060",13.5,30.8,35.4,20.4,"NC","North Carolina"
"NC","Person County","3,813","10,112","9,727","4,272",13.7,36.2,34.8,15.3,"NC","North Carolina"
"NC","Pitt County","11,323","25,219","36,324","34,023",10.6,23.6,34,31.8,"NC","North Carolina"
"NC","Polk County","1,433","4,108","5,248","5,014",9.1,26,33.2,31.7,"NC","North Carolina"
"NC","Randolph County","18,335","33,355","31,381","15,559",18.6,33.8,31.8,15.8,"NC","North Carolina"
"NC","Richmond County","6,035","10,681","9,590","4,264",19.7,34.9,31.4,13.9,"NC","North Carolina"
"NC","Robeson County","19,647","29,092","25,599","11,320",22.9,34,29.9,13.2,"NC","North Carolina"
"NC","Rockingham County","11,394","22,602","21,679","9,789",17.4,34.5,33.1,15,"NC","North Carolina"
"NC","Rowan County","14,118","31,477","32,308","17,953",14.7,32.8,33.7,18.7,"NC","North Carolina"
"NC","Rutherford County","8,245","15,142","15,844","8,193",17.4,31.9,33.4,17.3,"NC","North Carolina"
"NC","Sampson County","9,492","14,171","13,427","5,427",22.3,33.3,31.6,12.8,"NC","North Carolina"
"NC","Scotland County","4,771","8,063","7,165","3,675",20.2,34.1,30.3,15.5,"NC","North Carolina"
"NC","Stanly County","6,359","14,813","14,742","6,741",14.9,34.7,34.6,15.8,"NC","North Carolina"
"NC","Stokes County","5,529","13,815","9,787","4,471",16.5,41.1,29.1,13.3,"NC","North Carolina"
"NC","Surry County","10,995","14,834","16,350","8,498",21.7,29.3,32.3,16.8,"NC","North Carolina"
"NC","Swain County","2,141","3,067","3,076","1,573",21.7,31.1,31.2,16,"NC","North Carolina"
"NC","Transylvania County","2,900","6,837","7,641","7,987",11.4,27,30.1,31.5,"NC","North Carolina"
"NC","Tyrrell County","809","1,298","877","320",24.5,39.3,26.5,9.7,"NC","North Carolina"
"NC","Union County","14,675","35,959","43,240","50,162",10.2,25,30,34.8,"NC","North Carolina"
"NC","Vance County","5,998","11,076","8,994","3,867",20,37,30,12.9,"NC","North Carolina"
"NC","Wake County","50,481","107,053","177,117","360,231",7.3,15.4,25.5,51.8,"NC","North Carolina"
"NC","Warren County","2,813","4,909","4,456","2,239",19.5,34.1,30.9,15.5,"NC","North Carolina"
"NC","Washington County","1,683","2,998","2,759","946",20.1,35.8,32.9,11.3,"NC","North Carolina"
"NC","Watauga County","3,243","6,294","8,558","12,889",10.5,20.3,27.6,41.6,"NC","North Carolina"
"NC","Wayne County","13,051","25,056","27,947","16,051",15.9,30.5,34,19.5,"NC","North Carolina"
"NC","Wilkes County","10,522","15,436","15,483","7,626",21.4,31.5,31.6,15.5,"NC","North Carolina"
"NC","Wilson County","10,880","17,631","15,920","10,821",19.7,31.9,28.8,19.6,"NC","North Carolina"
"NC","Yadkin County","5,052","9,234","9,335","3,012",19,34.7,35.1,11.3,"NC","North Carolina"
"NC","Yancey County","2,076","4,278","4,146","2,619",15.8,32.6,31.6,20,"NC","North Carolina"
"ND","North Dakota","36,794","131,264","177,779","144,396",7.5,26.8,36.3,29.5,"ND","North Dakota"
"ND","Adams County","76","567","563","483",4.5,33.6,33.3,28.6,"ND","North Dakota"
"ND","Barnes County","653","2,150","2,745","2,078",8.6,28.2,36,27.2,"ND","North Dakota"
